index,smiles,ames
train_1817,CC1C=C(C=O)C(=CC2(O)CC(C)(C)CC12)C=O,1
train_1818,COc1cc(c(C)cc1N=Nc1c(O)ccc2cc(ccc12)S(=O)(=O)O)S(=O)(=O)O,0
train_1819,C1c2ccc3ccccc3c2Cc2ccc3ccccc3c12,1
train_1820,CC1=C2C(O)C(C)(CO)C=C2C(=O)C(C)(O)C21CC2,1
train_1822,CC(=O)OC(C)(C)C1Cc2cc3cc(c(=O)oc3cc2O1)C(C)(C)C=C,0
train_1823,OS(=O)c1ccc(Cl)cc1,0
train_1824,O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1,0
train_1825,Oc1ccccc1c1oc2ccccc2n1,0
train_1826,CC(C)CN(C(=O)CCCl)c1snc2ccccc12,0
train_1827,COc1cc(ccc1N=C=O)c1ccc(N=C=O)c(OC)c1,1
train_1829,Oc1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],0
train_1830,CCCCN(CCC(=O)O)N=O,1
train_1831,Clc1ccc2c(oc3ccccc23)c1,1
train_1832,COc1cc(OC)c(cc1OC)C1OC1C,1
train_1833,NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1
train_1834,COc1c2ccoc2nc2c(OC)c3OCOc3cc12,1
train_1835,Oc1ccc(Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cc1,1
train_1836,CCC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc12,1
train_1837,OC(=O)c1cc(ccc1O)N=Nc1ccc(cc1)c1ccc(cc1)N=Nc1ccc(N=Nc2ccc(O)c(c2)C(=O)O)c2cc(ccc12)S(=O)(=O)O,1
train_1838,[O-][N+](=O)c1cc(NS(=O)(=O)c2cccc3cccnc23)ccc1Cl,0
train_1839,CC(=O)N(O)c1ccc(cc1)[N+](=O)[O-],1
train_1840,CCCCCCCCCC(=O)O,0
train_1841,NC(CSC(F)(F)C(F)Cl)C(=O)O,0
train_1842,COc1c2oc(=O)ccc2c(OC)c2ccoc12,0
train_1843,CNC(=O)Oc1cccc2CC(C)(C)Oc12,0
train_1844,CC(C)(C)OC(=O)C(N)CN=N#N,1
train_1845,CCCCOC(=O)COc1ccc(Cl)cc1Cl,0
train_1846,Nc1ccc(Cl)c(Cl)c1Cl,0
train_1847,Cc1cc2cccc3ccc4c5ccccc5cc1c4c23,1
train_1848,C/C=C\C=C,0
train_1849,Clc1cccc2cccnc12,1
train_1850,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,1
train_1851,CN(C)CCO[C@H](c1ccccc1)c1ccccc1C,0
train_1852,CCc1c(O)ccc2c3CCO[C@@](CC)(CC(=O)O)c3[nH]c12,1
train_1853,CC(=O)[C@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0
train_1854,Cc1ccc(c(C)c1[N+](=O)[O-])[N+](=O)[O-],1
train_1855,Cc1cc(N=Nc2ccc(cc2)S(=O)(=O)O)c(N)cc1N,1
train_1856,CCN(Cc1cccc(c1)S(=O)(=O)O)c1ccc(cc1)C(=C1C=CC(=[N+](CC)Cc2cccc(c2)S(=O)(=O)O)C=C1)c1ccc(cc1)S(=O)(=O)O,1
train_1857,Nc1cc2-c3ccccc3-c3cccc(c1)c23,1
train_1858,Cc1cc2c(C)c3ccccc3nc2c2ccccc12,1
train_1859,OC(=O)/C(=C(\Br)/C=O)/Br,1
train_1860,O=C1CSC(=S)N1,0
train_1861,CC(C)(C)OC(=O)O/N=C(\C#N)/c1ccccc1,0
train_1862,BrCC=C,1
train_1863,CCC(C)n1c(=O)[nH]c(c(Br)c1=O)C,0
train_1864,[O-][N+](=O)c1oc(cc1)c1cscn1,1
train_1865,NC(=N)NN=C(/C=C\c1oc(cc1)[N+](=O)[O-])/C=C\c1oc(cc1)[N+](=O)[O-],1
train_1866,ClC1=C(Cl)[C@@]2(Cl)[C@H]3COS(=O)OC[C@@H]3[C@]1(Cl)C2(Cl)Cl,0
train_1867,Clc1ccc(Cl)c(Cl)c1,0
train_1868,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@@H]([C@H](O)[C@H](C)O5)N5CCOC[C@H]5C#N)c4c(O)c3C(=O)c12)C(=O)CO,0
train_1869,COc1cccc(CN(C)N=O)c1,1
train_1871,CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2n1,1
train_1872,Cc1cc(C)cc(N)c1,1
train_1873,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,0
train_1874,CC(=O)Oc1cccc2cccnc12,0
train_1875,Fc1cc(F)c2cccnc2c1,1
train_1876,CCCCCCCCCCOC(=O)C(=C)C,0
train_1877,CC(=O)C(=O)c1ccccc1,0
train_1878,Cc1ccc2cc3ccccc3c(C)c2c1,1
train_1879,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,0
train_1880,CC(C)S,0
train_1881,Clc1cccc2cc3ccccc3cc12,0
train_1882,c1ccc2c(c1)cc1sc3cccc4ccc2c1c34,1
train_1883,CC(=O)Nc1ccc2ccc3c(O)ccc4ccc1c2c34,1
train_1884,Cc1ccc(Nc2ccc(O)c3C(=O)c4ccccc4C(=O)c23)cc1,0
train_1885,CC(=O)N(O)c1ccc(Cl)c(Cl)c1,0
train_1886,OCc1ccc2nc3c(ccc4ccccc34)c(CO)c2c1,1
train_1887,ClC(C(=O)NCc1ccccc1)c1ccccc1,1
train_1888,C[C@@H](O)[C@@H](N)[C@H](O)[C@H](O)C=O,0
train_1889,Clc1c(Cl)c(Cl)c2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2c1Cl,0
train_1890,OCC1OC(CC1O)n1cc(C=O)c(=O)[nH]c1=O,0
train_1891,O1C(C1c1ccccc1)c1ccccc1,0
train_1892,OCc1cc2cccc3ccc4cc5ccccc5c1c4c23,0
train_1893,OC1C(O)c2ccc3c4CCCc4ccc3c2C2OC12,1
train_1894,Cc1nccc2c3ccccc3[nH]c12,1
train_1895,COC(=O)C1Cc2c([nH]c3ccc(cc23)[N+](=O)[O-])C(C)N1N=O,1
train_1896,CCN(CC[N+](C)(C)C)c1ccc(cc1)N=Nc1ccc(cc1Cl)[N+](=O)[O-],1
train_1897,COc1ccc2c(cc(=O)oc2c1)CBr,0
train_1898,Nc1ccc2nc3cc(N)ccc3nc2c1,1
train_1899,CC(C)(C)c1c(N)ccc2-c3c(Cc12)cccc3,0
train_1900,c1ccc2ccccc2c1,0
train_1901,COc1ccc(O)cc1,0
train_1902,CN1CCc2c1ccc1ccc3ccc(O)cc3c21,1
train_1903,[O-][N+](=O)c1ccc2ccc3c4C=CCCc4cc4ccc1c2c34,1
train_1904,C[C@@H](O)CNC[C@@H](C)O,0
train_1905,c1ccc2[nH]cnc2c1,0
train_1906,OC(=O)CCC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0
train_1908,CCc1ccnc2ccccc12,0
train_1909,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,0
train_1910,CCC[CH-][N+](=O)[O-],0
train_1911,Oc1ccc(cc1)C1(CCCCC1)c1ccc(O)cc1,0
train_1913,Nc1ccc(/C=C/C(=O)O)cc1,0
train_1914,Fc1ccc(CCl)cc1,0
train_1915,Cc1ccc(C)c(C)c1,0
train_1916,CCOCC(=O)O,0
train_1917,ONc1ccc(Oc2ccccc2)cc1,1
train_1918,NC(Cc1ccccc1)C(=O)O,0
train_1919,Nc1ccc(cc1N)c1ccc(N)c(N)c1,1
train_1920,Cc1cc2c(O)cccc2c2cc3ccccc3cc12,1
train_1921,COc1ccc(cc1OC)C(=O)N1CCN(CC1)c1ccc2NC(=O)CCc2c1,0
train_1922,CCCC(=O)OCC,0
train_1923,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(=O)C12C,0
train_1924,[O-][N+](=O)c1ccc2cccc3C=Cc1c23,1
train_1925,CC(C)(COC(=O)C=C)COC(=O)C=C,0
train_1926,O=C1C=Cc2ccc3c(ccc4ccccc34)c2C1=O,1
train_1927,Cc1c(O)cccc1O,0
train_1928,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,1
train_1929,COc1cc(NS(=O)(=O)C)ccc1Nc1c2ccccc2nc2cc(ccc12)N=N#N,1
train_1930,C[C@@H]1C[C@H]2OC(=O)C(=C)[C@H]2[C@H](O)[C@]2(C)[C@H]1C=CC2=O,0
train_1931,CC(C)OS(=O)(=O)c1ccc(C)cc1,1
train_1932,Nc1cccc2nc3cccc(N)c3nc12,0
train_1933,CN(C)CC[C@@H](c1ccccc1)c1ccccn1,0
train_1934,[O-][N+](=O)c1ccc(Cl)cc1,1
train_1935,CCc1cnccn1,0
train_1936,Nc1nc(cs1)c1cc(cs1)[N+](=O)[O-],1
train_1937,OC(=O)/C(=C(/CCl)\C(Cl)Cl)/Cl,1
train_1938,Nc1ccc(C=O)cc1,0
train_1939,OS(=O)(=O)OCc1c2ccccc2cc2c1ccc1ccccc21,1
train_1940,Oc1ccc(Cl)c2C(=O)c3c(O)ccc(Cl)c3C(=O)c12,1
train_1941,OS(=O)(=O)ONNCCc1ccccc1,1
train_1942,OCc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1
train_1943,CNc1ccc2ncc(C)nc2c1C,1
train_1944,CC(=O)Nc1cccc2ncccc12,0
train_1945,OC(CC(=O)O)C(=O)O,0
train_1946,Cc1ccc2nc3c4C=CC(O)C(O)c4ccc3c(C)c2c1,1
train_1947,C1CN=C(N/N=C/c2c3ccccc3c(/C=N/NC3=NCCN3)c3ccccc23)N1,1
train_1948,COc1cc2ccnc3C(=O)c4ccccc4-c(c1OC)c23,1
train_1949,CCOc1cccc2cccnc12,0
train_1950,O=C(/C=C/c1ccccc1)c1ccccc1,0
train_1951,CCOC(=O)CCl,0
train_1952,O/N=C/c1cccc[n+]1CCOCC#C,0
train_1953,CC1=CC(=O)C=C(C)C1=O,0
train_1954,ClCCN(CCCl)CCCl,0
train_1955,[O-][N+](=O)c1ccc2[nH]c3ccccc3c2c1,1
train_1956,NC(CN=N#N)C(=O)O,1
train_1957,Cn1c(N)nc2cc(O)ccc12,0
train_1958,CS(=O)(=O)N1C2C1c1ccccc1-c1ccccc21,1
train_1959,OCCn1c(CO)ncc1[N+](=O)[O-],1
train_1960,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,0
train_1961,CCN=NC(C)(C)OO,0
train_1962,COC(=O)C,0
train_1964,CC1C=C(C=O)C(C=O)C(O)C2CC(C)(C)CC12,0
train_1965,CC(=O)c1c(C)c(c(c(c1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],0
train_1967,Cc1ccc(N)cc1O,1
train_1968,CCCCOC(=O)c1cccc2cccnc12,0
train_1969,COc1ccc2c(c1)[nH]c1c(C)nccc21,1
train_1970,CC1CC2(OC3OC(CO)C(O)C(O)C3O)C=C(C)C3(CC3)C(C)(O)C2C1=O,1
train_1971,[O-][N+](=O)c1c2CCCCc2c2ccc3cccc4ccc1c2c34,0
train_1972,Cn1c(ncc1[N+](=O)[O-])C(O)c1cc(cc(c1O)C(C)(C)C)C(C)(C)C,0
train_1973,CC(=O)Nc1cc2Cc3ccccc3-c2cc1O,0
train_1974,[O-][N+](=O)c1ccc2c[nH]nc2c1,1
train_1975,CC(=C)C(=O)OCCCCCOC(=O)C(=C)C,0
train_1976,Cc1cc(C)c2ccccc2c1,0
train_1977,CCCCCCCCCCCC[C@H]1CO1,0
train_1978,Cc1ccc(cc1)C(=O)n1ncc(c(Cl)c1=O)Cl,0
train_1979,OC1C2OC2c2c(ccc3cc4c(ccc5ccccc45)nc23)C1O,1
train_1980,Cc1ccc(N)cc1N=Nc1cc(N)ccc1C,1
train_1981,OC(=O)c1ccc(Cl)c(Cl)c1,0
train_1982,Cc1ncc2CCCc2n1,0
train_1983,CCCCON(OC(=O)C)C(=O)c1ccc2ccccc2c1,1
train_1985,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,0
train_1986,o1ccc2ccccc12,0
train_1987,CCN(CC)c1ccc2c(c3ccccc3C(=O)O)c3ccc(cc3[o+]c2c1)N(CC)CC,1
train_1988,C1N2CN3CN(CN1C3)C2,1
train_1989,C[N@+]1([O-])CCC[C@@H]1c1cccnc1,0
train_1990,NC(=O)c1ccc(N)cc1,0
train_1991,Cc1cc(C)c(cc1N=Nc1cc(c2ccccc2c1O)S(=O)(=O)O)S(=O)(=O)O,0
train_1992,COc1ccc(cc1)C1OC1C,1
train_1993,Nc1ccc(CCc2ccc(N)cc2)cc1,1
train_1994,c1ccc2c(c1)ccc1c3ccccc3ccc21,1
train_1995,[O-][N+](=O)c1cccc2nscc12,1
train_1996,CN(C)c1ccc(cc1)C(=C1C=CC(=[N+](C)C)C=C1)c1ccccc1,0
train_1997,Nc1ccc(c2ccc(N)cc2S(=O)(=O)O)c(c1)S(=O)(=O)O,0
train_1998,[O-][N+](=O)C1=Cc2cccc3cccc1c23,1
train_1999,CC(C)OC(=O)C,0
train_2000,[O-][N+](=O)c1oc(/C=C\c2csc(NC=O)n2)cc1,1
train_2001,COC(=O)c1ccc(c2c(NCCCN(C)C)c3ccccc3nc12)[N+](=O)[O-],1
train_2002,OCc1ccc2C(=O)c3ccccc3C(=O)c2c1,0
train_2003,CCN(CC)c1ccc(cc1)N=Nc1cccnc1,0
train_2004,COCCOC(=O)C,1
train_2005,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)/C(=N/OCOCCOC)/C(C)C(O)C1(C)O,0
train_2006,Cc1cc(O)c2C(=C3C(=O)C4C(O)C5C6C(O)C(C(=O)C7=C(O)c8c(O)cc(C)cc8C(=O)C467)C35C(=O)c2c1)O,0
train_2007,[O-][N+](=O)c1ccc2ncccc2c1,1
train_2008,Fc1cc2cccnc2c2cccnc12,1
train_2009,CCCCCCCC(=O)/N=c/1\sn(C(=O)CCCCCCC)c2ccc(cc12)[N+](=O)[O-],1
train_2010,Nc1ccc(Oc2ccc(cc2)[N+](=O)[O-])cc1,1
train_2011,OC(=O)CCC(=O)Nc1ccc(Cl)c(Cl)c1,0
train_2012,CC(=C)C(=O)O,0
train_2013,CN(C)c1ccc(cc1)N=Nc1cccc2ccccc12,1
train_2014,CN(C)c1ccc(N=Nc2ccccc2)c(C)c1,1
train_2015,Nc1c2ccccc2nc2ccc(Cl)cc12,1
train_2016,CCN1CCN(CC1)c1cc2n(cc(C(=O)O)c(=O)c2cc1F)C1CC1,1
train_2017,CCC(=O)N(O)c1ccc(/C=C/c2ccccc2)cc1,1
train_2019,OC1C=Cc2c(cc3-c4ccccc4-c4c5ccccc5cc2c34)C1O,1
train_2020,CC(=O)N(O)c1ccc(cc1)c1ccccc1,1
train_2021,CC1(C)CC2C=C(C=O)C34CC3(C2C1)C(=O)OC4O,1
train_2022,C[C@@]1(CO1)c1ccc(cc1)[N+](=O)[O-],1
train_2023,CN(CCC#N)c1ccc(cc1)N=Nc1ccccc1,1
train_2024,CCCCCCC(C)(C)C(=O)OC[C@@H]1CO1,1
train_2026,C[C@H](CO)[N+](=O)[O-],0
train_2027,CCN(CC)c1ccc(cc1)C(=C1C=CC(=[N+](CC)CC)C=C1)c1ccc(cc1)N(CC)CC,1
train_2028,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,0
train_2029,OC1C=Cc2c(ccc3nc4ccc5ccccc5c4cc23)C1O,1
train_2030,CC[C@@]12O[C@]1(C(=O)OC)C(=O)O[C@H]2C,1
train_2031,CCCCCCOC[C@H]1CO1,1
train_2032,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,1
train_2033,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0
train_2034,CCCCCCCCC/C=C/C[C@H]1CC(=O)OC1=O,0
train_2035,CC1C=Cc2ccc3ccc4ccccc4c3c12,0
train_2036,Nc1nc(nc2c1ncn2C1OC(CO)C(O)C1O)c1ccc(cc1)[N+](=O)[O-],1
train_2037,OC1C(O)c2cccc3-c4cc5ccccc5cc4C4(OC14)c23,1
train_2038,COC(=O)c1cc2OCOc2c2c3cccc(OC)c3cc(c12)[N+](=O)[O-],1
train_2039,C[C@@H]1C(C)(C)c2cc(C)c(cc2C1(C)C)C(=O)C,0
train_2040,OC1COC(Nc2ccc(cc2)[N+](=O)[O-])C(O)C1O,0
train_2041,[O-][N+](=O)c1ccccc1COC(=O)c1ccccc1,0
train_2042,OC(=O)/C=C/Cl,1
train_2043,CC(=O)OCN(N=O)c1ccccc1,1
train_2044,Cn1cccc1,0
train_2045,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(S)ncnc12,1
train_2046,[O-][N+](=O)c1ccc2-c3c(CCc2c1)cc1CCCCc1c3,1
train_2047,[O-][N+](=O)c1cccc(c1)C(=O)ON(OCc1ccccc1)C(=O)c1ccccc1,1
train_2048,Nc1ccccc1S,1
train_2049,Cc1ccc(N)c(c1)S(=O)(=O)O,0
train_2050,Oc1c2-c(c3c(n2)cccc3)nnn1/N=C/c1ccccc1,1
train_2051,Cc1cc(O)nc(S)n1,0
train_2052,ClC(Cl)(Cl)SN1C(=O)[C@@H]2CC=CC[C@H]2C1=O,1
train_2053,CN(C)c1ccc(/C=C/C=O)cc1,0
train_2054,C/C=N/N(C)C=O,0
train_2056,[O-][N+](=O)c1cc2ccc3cccc4ccc(c1)c2c34,1
train_2057,COC(=O)C12OC1(C)C(C)OC2=O,1
train_2058,O=C1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1=O,1
train_2059,OC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,0
train_2060,Cc1ccc2cc3ccc4ccccc4c3cc2c1,1
train_2061,CC(C)S(=O)(=O)Cl,1
train_2062,OC(=O)/C=C/c1ccc(/C=C/C(=O)O)cc1,0
train_2063,O=C1CCc2c3CCCc3c3c(ccc4ccccc34)c12,0
train_2064,OC[C@H]1O[C@H](C[C@H]1O)n1cc(CO)c(=O)[nH]c1=O,1
train_2065,COc1cc(CC2NCCc3cc(O)c(O)cc23)cc(OC)c1OC,0
train_2066,CC(C)CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@@H]2[C@@H]1C[C@H](OC(=O)C)[C@@]12CO1,1
train_2067,NC(CCCCNC=CC=O)C(=O)O,1
train_2068,CCCCCCCC1CCC(=O)O1,0
train_2069,N#CCc1ccccc1,0
train_2070,Nc1cnc2c(c1)nc1ccccn21,1
train_2071,ClCN1C(=O)c2ccccc2C1=O,1
train_2072,CC(=O)N(O)c1ccc(/C=C/c2ccccc2)cc1,1
train_2073,CCN(CCCl)CCCNc1c2ccccc2nc2ccccc12,1
train_2074,C1Cc2cc3cccc4ccc5cc6cccc1c6c2c5c34,1
train_2075,CC(=O)Nc1cccc2cccnc12,1
train_2076,[O-][N+](=O)c1ccc2n(s/c(=N\C(=O)c3ccccc3)/c2c1)C(=O)c1ccccc1,1
train_2077,OCc1ccccc1[N+](=O)[O-],0
train_2078,Cc1cccc2C3OC3c3cc4ccccc4cc3-c12,1
train_2079,COC(=O)[C@]12O[C@@]1(C)[C@@H](OC2=O)C(C)C,1
train_2080,Cc1c2ccccc2cc2c3[C@H](O)[C@H](O)C=Cc3ccc12,1
train_2081,Cc1cccc(NC(=O)c2csc(c2)[N+](=O)[O-])c1,1
train_2082,Cc1ccccc1OC[C@H]1CO1,1
train_2083,CNC(=O)Oc1ccccc1OC(C)C,1
train_2084,Cc1cc(N)ccc1c1ccc(N)cc1C,1
train_2085,CC(C)C1CCC(C)CC1OC(=O)c1ccccc1N,0
train_2086,CCC1(O)CC(OC2CC(C(O)C(C)O2)N(C)C)c2c(O)c3C(=O)c4c(O)ccc(O)c4C(=O)c3cc2C1C(=O)OC,1
train_2087,CC(=C)C=C,0
train_2088,CC(=O)N(O)c1ccc(Oc2ccc(Cl)cc2)cc1,1
train_2089,CC1=CC2OC3C(O)CC(C)(C43CO4)C2(CO)C(O)C1=O,0
train_2092,C[C@@]12CC[C@H](C[C@@H]1O2)C=C,0
train_2094,CCC(C)c1cccc(c1)C(C)CC(CC)c1ccc(C[N+](C)(C)C)cc1,0
train_2095,COC(=O)c1oc(cc1)[N+](=O)[O-],1
train_2096,[O-][N+](=O)c1ccccc1SSC(=C(Cl)Cl)F,1
train_2097,Nc1nccs1,1
train_2098,CN(Cc1ccc(F)cc1)N=O,1
train_2099,Clc1cccc(Cl)c1Cl,0
train_2100,Oc1c(I)cc(cc1[N+](=O)[O-])C#N,0
train_2101,OCCOc1ccccc1,0
train_2102,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,0
train_2103,CCCCCCOC(=O)c1ccccc1,0
train_2104,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],1
train_2105,Nc1cc(Cl)c(N)c(Cl)c1,1
train_2107,COC(=C1[C@H](C(=C(C)N=C1C)C(=O)OC/C=C/c1ccccc1)c1cccc(c1)[N+](=O)[O-])O,0
train_2108,Oc1ccc2-c3cc4cccc5ccc6ccc(-c2c1)c3c6c45,1
train_2109,CC1=CC(=O)c2c(O)cccc2C1=O,1
train_2110,CCOC(=O)CC(=O)CCl,0
train_2112,CCN(CCC#N)c1ccc(cc1)N=Nc1c(Cl)cc(cc1Cl)[N+](=O)[O-],1
train_2113,C=CC1CC2CC1C=C2,0
train_2114,ON(N=O)c1ccccc1,1
train_2115,CNCCS(=O)(=O)O,0
train_2116,CCOc1ccc(N)cc1,1
train_2117,C(Oc1ccc2sncc2c1)[C@H]1CO1,1
train_2118,CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,1
train_2119,NC(=N)c1ccc2cc([nH]c2c1)C(=N)N,0
train_2120,C[C@@H](O)c1ccccc1,0
train_2121,CCc1cc(O)cc2c3CCO[C@@](CC)(CC(=O)O)c3[nH]c12,1
train_2122,CCC1OC(CO)C(COCC2OC(COC3OC(CO)C(O)C(O)C3O)C(OC)C(O)C2O)C(O)C1O,0
train_2123,O=C(n1ccnc1)n1ccnc1,0
train_2125,Nc1nc2cc(Cl)ccc2[nH]1,0
train_2126,CN1CCCN(C)C1=O,0
train_2127,BrCc1ccc2cccc3-c4ccccc4-c1c23,1
train_2128,[O-][N+](=O)c1ccc2n(s/c(=N\C(=O)c3ccc(Cl)cc3)/c2c1)C(=O)c1ccc(Cl)cc1,1
train_2129,Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])N=[N+]([O-])c1cc(c(C)c(c1)[N+](=O)[O-])[N+](=O)[O-],1
train_2130,CC(N(CC1(O)CCC(O)C(O)C1O)N=O)C(=O)O,0
train_2131,CCOCCOCCO,0
train_2132,O=Nc1ccc(Nc2ccccc2)cc1,1
train_2133,[O-][N+](=O)c1ccccc1/C=C/C=O,1
train_2134,COc1cc2OC3OC4OC4C3c2c2oc(=O)c3c(CCC3=O)c12,1
train_2135,CC(C)CCCC(C)C1CCC2C3C=CC4(CC(O)CCC4(C)C3CCC12C)OO,1
train_2136,COc1cccc2sc(N)nc12,1
train_2137,Clc1cccc(Cl)n1,0
train_2138,CC(C)CN,0
train_2139,Cc1cccc2c1cc1ccc3cccc4ccc2c1c34,1
train_2140,Cc1c(C)c(N)ccc1N,0
train_2141,O=C1c2cccc3cccc(-c4ccc5ccccc5c14)c23,0
train_2142,COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC,0
train_2143,CC(=O)Nc1ccc2-c3c(Cc2c1)cccc3O,1
train_2144,Cc1cc(Cl)ccc1OCC(=O)O,0
train_2145,[O-][N+](=O)c1cccc2c1ccc1ccccc21,1
train_2146,ClCC(Cl)CCl,1
train_2147,OC1C=Cc2c(ccc3c4CCC(=O)c4ccc23)C1O,1
train_2148,CC(CCC(=O)O)C1CCC2C3C(CCC12C)C1(C)CCC(O)CC1CC3=O,0
train_2149,Nc1ccc(cc1)c1ccc(N)cc1[N+](=O)[O-],1
train_2150,COC(=O)C1CSC2N1C(=O)C(=C2Cl)Cl,1
train_2151,CC1OC(CC(N)C1O)OC1CC(O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(=O)C,1
train_2152,COc1cc(F)ccc1[N+](=O)[O-],1
train_2153,OCc1oc(cc1)c1[nH]ccc2-c1nc1c2cccc1,1
train_2154,Cn1c2ccccc2c2nn[n+]([O-])c(C(=O)OCCCl)c12,1
train_2155,Cc1ccc2cc3c(ccc4ccccc34)c3C(Cc1c23)OS(=O)(=O)O,1
train_2156,CCC(=O)OCc1cccc(c1)[N+](=O)[O-],0
train_2157,Nc1ccnc2ccccc12,0
train_2158,Cc1ccccc1c1ccc(N)c(C)c1,1
train_2159,OC(=O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0
train_2160,N#N=Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,1
train_2161,Oc1cccc2cc3c4ccccc4c4ccccc4c3cc12,1
train_2162,Oc1c(N=Nc2ccc(c3ccccc23)S(=O)(=O)O)c2ccc(cc2cc1S(=O)(=O)O)S(=O)(=O)O,0
train_2163,COc1ccc(C(=O)c2ccccc2O)c(O)c1,1
train_2164,CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,0
train_2165,Cn1c(N)nc2nc3cnccc3cc12,1
train_2166,OC(=O)C1OC1C(=O)O,0
train_2167,S=C1NCCN1,1
train_2168,Cc1cccc(NO)c1C,1
train_2169,Oc1cc(Cl)c(Cl)cc1Cl,0
train_2170,OC1=c2c(O)cc3cccc4ccc(c2c34)C23CCCCC12O3,1
train_2171,O[C@H]1C=C2c3cc4ccccc4cc3-c3cccc([C@@H]1O)c23,1
train_2172,COc1cc(O)c2C(=O)c3c(O)cc(C)cc3C(=O)c2c1,1
train_2173,CC(=CCOc1c2oc(=O)ccc2cc2ccoc12)C,1
train_2174,Nc1ccccc1C(F)(F)F,0
train_2175,Oc1ccc2-c3ccc(c4cccc(-c2c1)c34)[N+](=O)[O-],1
train_2176,Oc1cc2ccc3-c4ccccc4-c4cc5cccc1c5c2c34,0
train_2177,[O-][N+](=O)c1oc(C=C(C#N)C#N)cc1,1
train_2178,COc1cccc2c1cc(c1c(cc3OCOc3c21)C(=O)O)[N+](=O)[O-],1
train_2179,ClCCC(=O)/N=c/1\sn(C(=O)CCCl)c2ccccc12,0
train_2180,COc1cc(N)ccc1NC(=O)C,1
train_2181,CC(=O)Oc1ccc(CO)cc1,0
train_2182,OC[C@@H](O)CN=[N+]=[N-],1
train_2183,Nc1ccc(Oc2ccc(N)c(Cl)c2)cc1Cl,1
train_2184,O=C1N(SC2CCCCC2)C(=O)c2ccccc12,0
train_2185,COc1ccccc1CC1CO1,1
train_2186,Cc1cc2c(nc(N)n2C)c2nc(cnc12)c1ccccc1,1
train_2187,COc1ccc(Nc2ccc(OC)cc2)cc1,0
train_2188,CCCCN(C[C@H](O)CC)N=O,1
train_2189,O=C/C=C/C=C/C=O,1
train_2190,Cc1ccc2nc3c4C=CC(O)C(O)c4ccc3c(CO)c2c1,1
train_2191,Cc1cccnc1,0
train_2192,CCN(CC)CCO,0
train_2193,[O-][N+](=O)c1ccc2ccc3ccc(N=O)c4ccc1c2c34,1
train_2194,COc1c(C)c(N)c(C)cc1N,0
train_2195,OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1SCCN1N=O,1
